country,card_url,general,country_link,city,PM2.5,date,hour
France,https://openaq.org/#/location/Evreux%20%20Boulevard%20de%20Normandie,Evreux Boulevard de Normandie,"NORMAND,",AIR,38.5,12/4/2016,19:00
France,https://openaq.org/#/location/Maison%20Parc%20Brotonne,Maison Parc Brotonne,"NORMAND,",AIR,10.58,7/18/2017,22:00
France,https://openaq.org/#/location/Rouen%20Le%20Conquerant,Rouen Le Conquerant,"NORMAND,",AIR,35.75,12/5/2016,18:00
France,https://openaq.org/#/location/Valence%20Trafic,Valence Trafic,RHONE,AIR,14.75,4/20/2017,16:00
France,https://openaq.org/#/location/FR18042,FR18042,France,"Aisne,",,,
France,https://openaq.org/#/location/FR18080,FR18080,France,"Aisne,",22.5,4/26/2020,0:00
France,https://openaq.org/#/location/FR07022,FR07022,France,"Allier,",4.5,4/26/2020,0:00
France,https://openaq.org/#/location/FR24018,FR24018,France,"Alpes-de-Haute-Provence,",4.5,4/20/2020,22:00
France,https://openaq.org/#/location/FR24039,FR24039,France,"Alpes-de-Haute-Provence,",10.3,4/25/2020,23:00
France,https://openaq.org/#/location/FR24035,FR24035,France,"Alpes-Maritimes,",4.7,4/25/2020,23:00
France,https://openaq.org/#/location/FR24036,FR24036,France,"Alpes-Maritimes,",4.7,4/26/2020,0:00
Germany,https://openaq.org/#/location/DEBY001,DEBY001,Germany,"Bayern,",11.15,4/24/2020,3:00
Germany,https://openaq.org/#/location/DEBY002,DEBY002,Germany,"Bayern,",14.89,4/24/2020,3:00
Germany,https://openaq.org/#/location/DEBY004,DEBY004,Germany,"Bayern,",6.68,4/24/2020,3:00
Germany,https://openaq.org/#/location/DEBY005,DEBY005,Germany,"Bayern,",8.39,4/24/2020,3:00
Germany,https://openaq.org/#/location/DEBY007,DEBY007,Germany,"Bayern,",19.6,4/24/2020,3:00
Germany,https://openaq.org/#/location/DEBY009,DEBY009,Germany,"Bayern,",13.04,4/24/2020,3:00
Germany,https://openaq.org/#/location/DEBY012,DEBY012,Germany,"Bayern,",8.02,4/24/2020,3:00
Germany,https://openaq.org/#/location/DEBY013,DEBY013,Germany,"Bayern,",10.65,4/24/2020,3:00
Germany,https://openaq.org/#/location/DEBY014,DEBY014,Germany,"Bayern,",9.95,4/24/2020,3:00
Germany,https://openaq.org/#/location/DEBY021,DEBY021,Germany,"Bayern,",16.17,4/24/2020,3:00
Germany,https://openaq.org/#/location/DEBY028,DEBY028,Germany,"Bayern,",13.58,4/24/2020,3:00
Germany,https://openaq.org/#/location/DEBY031,DEBY031,Germany,"Bayern,",10.77,4/24/2020,3:00
Germany,https://openaq.org/#/location/DEBY035,DEBY035,Germany,"Bayern,",15.24,4/24/2020,3:00
Germany,https://openaq.org/#/location/DEBY037,DEBY037,Germany,"Bayern,",16.94,4/24/2020,3:00
Germany,https://openaq.org/#/location/DEBY039,DEBY039,Germany,"Bayern,",13.11,4/24/2020,3:00
Ghana,https://openaq.org/#/location/ADA%20-%20Asylum%20Down,ADA - Asylum Down,Ghana,"Accra,",28.81,8/17/2008,8:24
Ghana,https://openaq.org/#/location/ADEPA%20-%20Asylum%20Down,ADEPA - Asylum Down,Ghana,"Accra,",21.65,4/8/2007,8:54
Ghana,https://openaq.org/#/location/ADT%20-%20Asylum%20Down,ADT - Asylum Down,Ghana,"Accra,",33.07,4/8/2007,8:20
Ghana,https://openaq.org/#/location/ELA%20-%20East%20Legon,ELA - East Legon,Ghana,"Accra,",17.92,8/17/2008,9:20
Ghana,https://openaq.org/#/location/ELC%20-%20East%20Legon,ELC - East Legon,Ghana,"Accra,",11.41,9/5/2007,10:51
Ghana,https://openaq.org/#/location/ELT%20-%20East%20Legon,ELT - East Legon,Ghana,"Accra,",19.4,9/5/2007,8:50
Ghana,https://openaq.org/#/location/JTA%20-%20Jamestown,JTA - Jamestown,Ghana,"Accra,",66.64,8/17/2008,9:15
Ghana,https://openaq.org/#/location/JTC%20-%20Jamestown,JTC - Jamestown,Ghana,"Accra,",51.77,2/9/2007,8:00
Ghana,https://openaq.org/#/location/JTT%20-%20Jamestown,JTT - Jamestown,Ghana,"Accra,",14.91,7/11/2007,9:25
Ghana,https://openaq.org/#/location/NMA%20-%20Nima,NMA - Nima,Ghana,"Accra,",24.66,8/17/2008,10:08
Ghana,https://openaq.org/#/location/NMT%20-%20Nima,NMT - Nima,Ghana,"Accra,",30.59,8/11/2008,9:03
Greece,https://openaq.org/#/location/GR0003A,GR0003A,Greece,"ΑΤΤΙΚΗ,",16,4/26/2020,1:00
Greece,https://openaq.org/#/location/GR0030A,GR0030A,Greece,"ΑΤΤΙΚΗ,",11,4/26/2020,1:00
Greece,https://openaq.org/#/location/GR0035A,GR0035A,Greece,"ΑΤΤΙΚΗ,",29,4/26/2020,1:00
Greece,https://openaq.org/#/location/GR0037A,GR0037A,Greece,"ΑΤΤΙΚΗ,",12,4/26/2020,0:00
Greece,https://openaq.org/#/location/GR0039A,GR0039A,Greece,"ΑΤΤΙΚΗ,",13,4/26/2020,1:00
Greece,https://openaq.org/#/location/GR0048A,GR0048A,"ΕΛΛΑΔΑ,",ΔΥΤΙΚΗ,12,4/26/2020,1:00
Greece,https://openaq.org/#/location/GR0001A,GR0001A,Greece,"ΘΕΣΣΑΛΙΑ,",16,4/26/2020,1:00
Greece,https://openaq.org/#/location/GR0018A,GR0018A,"ΜΑΚΕΔΟΝΙΑ,",ΚΕΝΤΡΙΚΗ,25,4/26/2020,1:00
Greece,https://openaq.org/#/location/GR0047A,GR0047A,"ΜΑΚΕΔΟΝΙΑ,",ΚΕΝΤΡΙΚΗ,10,4/26/2020,1:00
Guatemala,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Guatemala%20City,US Diplomatic Post: Guatemala City,"City,",Guatemala,56,4/26/2020,0:00
Guatemala,https://openaq.org/#/location/Guatemala%20City,US Diplomatic Post: Guatemala City,"City,",Guatemala,56,4/26/2020,0:00
Hong Kong,https://openaq.org/#/location/Causeway%20Bay,Causeway Bay,"Bay,",Causeway,52.1,4/26/2020,1:00
Hong Kong,https://openaq.org/#/location/Central,Calgary Central2,Canada,"ALBERTA,",2.4,4/26/2020,1:00
Hong Kong,https://openaq.org/#/location/Central%2FWestern,Central/Western,&,Central,48.7,4/26/2020,1:00
Hong Kong,https://openaq.org/#/location/Eastern,Eastern,Hong,"Eastern,",34.7,4/26/2020,1:00
Hong Kong,https://openaq.org/#/location/Kwun%20Tong,Kwun Tong,Hong,"Kowloon,",21,4/26/2020,1:00
Hong Kong,https://openaq.org/#/location/Mong%20Kok,Mong Kok,Hong,"Kowloon,",54.4,4/26/2020,1:00
Hong Kong,https://openaq.org/#/location/Sham%20Shui%20Po,Sham Shui Po,Hong,"Kowloon,",31.4,4/26/2020,1:00
Hong Kong,https://openaq.org/#/location/Kwai%20Chung,Kwai Chung,"Territories,",New,25,4/26/2020,1:00
Hong Kong,https://openaq.org/#/location/Sha%20Tin,Sha Tin,"Territories,",New,43.3,4/26/2020,1:00
Hong Kong,https://openaq.org/#/location/Tai%20Po,Tai Po,"Territories,",New,54.1,4/26/2020,1:00
Hong Kong,https://openaq.org/#/location/Tsuen%20Wan,Tsuen Wan,"Territories,",New,38.8,4/26/2020,1:00
Hong Kong,https://openaq.org/#/location/Tung%20Chung,Tung Chung,"Territories,",New,57.5,4/26/2020,1:00
Hong Kong,https://openaq.org/#/location/Yuen%20Long,Yuen Long,"Territories,",New,29.6,4/26/2020,1:00
Hong Kong,https://openaq.org/#/location/Tuen%20Mun,Tuen Mun,Hong,"N.T.,",62.2,4/26/2020,1:00
Hong Kong,https://openaq.org/#/location/Tseung%20Kwan%20O,Tseung Kwan O,"Kung,",Sai,32.4,4/26/2020,1:00
Hungary,https://openaq.org/#/location/HU0057A,HU0057A,Hungary,"Csongrád,",22.289045,4/26/2020,2:00
Iceland,https://openaq.org/#/location/Grundartangi%20Gr%C3%B6f,Grundartangi Gröf,Iceland,"Grundartangi,",1.5686,4/26/2020,2:00
Iceland,https://openaq.org/#/location/Grundartangi%20Kr%C3%ADuvar%C3%B0a,Grundartangi Kríuvarða,Iceland,"Grundartangi,",4.149,4/26/2020,1:00
Iceland,https://openaq.org/#/location/Hafnarfj%C3%B6r%C3%B0ur%20Hvaleyrarholt,Hafnarfjörður Hvaleyrarholt,Iceland,"Hafnarfjörður,",1.8754,4/26/2020,2:00
Iceland,https://openaq.org/#/location/PCC%20nor%C3%B0ur,PCC norður,Iceland,"Húsavík,",0.380859,4/26/2020,0:00
Iceland,https://openaq.org/#/location/PCC%20su%C3%B0ur,PCC suður,Iceland,"Húsavík,",0,4/26/2020,0:00
Iceland,https://openaq.org/#/location/K%C3%B3pavogur%20Dalsm%C3%A1ri,Kópavogur Dalsmári,Iceland,"Kópavogur,",2.11583,4/26/2020,2:00
Iceland,https://openaq.org/#/location/Reykjavik%20Grensas,Reykjavik Grensas,Iceland,"Reykjavík,",6,4/26/2020,2:00
Iceland,https://openaq.org/#/location/Reykjavik%20Husdyragardurinn,Reykjavik Husdyragardurinn,Iceland,"Reykjavík,",11.1662,4/26/2020,2:00
India,https://openaq.org/#/location/Sanjay%20Palace%2C%20Agra%20-%20UPPCB,"Sanjay Palace, Agra - UPPCB",India,"Agra,",66,4/26/2020,2:30
India,https://openaq.org/#/location/Maninagar%2C%20Ahmedabad%20-%20GPCB,"Maninagar, Ahmedabad - GPCB",India,"Ahmedabad,",33.4,7/11/2019,13:00
India,https://openaq.org/#/location/Sikulpuikawn%2C%20Aizawl%20-%20Mizoram%20PCB,"Sikulpuikawn, Aizawl - Mizoram PCB",India,"Aizawl,",-1,4/24/2020,13:15
India,https://openaq.org/#/location/Civil%20Lines%2C%20%20Ajmer%20-%20RSPCB,"Civil Lines, Ajmer - RSPCB",India,"Ajmer,",10.6,4/26/2020,2:15
India,https://openaq.org/#/location/Moti%20Doongri%2C%20Alwar%20-%20RSPCB,"Moti Doongri, Alwar - RSPCB",India,"Alwar,",43.48,7/11/2019,13:00
India,https://openaq.org/#/location/Secretariat%2C%20Amaravati%20-%20APPCB,"Secretariat, Amaravati - APPCB",India,"Amaravati,",18,7/11/2019,13:15
India,https://openaq.org/#/location/Patti%20Mehar%2C%20Ambala%20-%20HSPCB,"Patti Mehar, Ambala - HSPCB",",",Ambala,38.2,4/24/2020,10:00
India,https://openaq.org/#/location/Golden%20Temple%2C%20Amritsar%20-%20PPCB,"Golden Temple, Amritsar - PPCB",India,"Amritsar,",0,7/11/2019,13:00
India,https://openaq.org/#/location/GIDC%2C%20Ankleshwar%20-%20GPCB,"GIDC, Ankleshwar - GPCB",India,"Ankleshwar,",36.75,7/11/2019,13:00
India,https://openaq.org/#/location/Asansol%20Court%20Area%2C%20Asansol%20-%20WBPCB,"Asansol Court Area, Asansol - WBPCB",India,"Asansol,",26.62,4/26/2020,2:15
India,https://openaq.org/#/location/More%20Chowk%20Waluj%2C%20Aurangabad%20-%20MPCB,"More Chowk Waluj, Aurangabad - MPCB",India,"Aurangabad,",11.26,4/26/2020,2:15
India,https://openaq.org/#/location/Vidayagiri%2C%20Bagalkot%20-%20KSPCB,"Vidayagiri, Bagalkot - KSPCB",India,"Bagalkot,",19,4/24/2020,10:45
India,https://openaq.org/#/location/New%20Collectorate%2C%20Baghpat%20-%20UPPCB,"New Collectorate, Baghpat - UPPCB",India,"Baghpat,",51,7/11/2019,13:15
India,https://openaq.org/#/location/Arya%20Nagar%2C%20Bahadurgarh%20-%20HSPCB,"Arya Nagar, Bahadurgarh - HSPCB",",",Bahadurgarh,69.13,7/11/2019,12:45
India,https://openaq.org/#/location/Nathu%20Colony%2C%20Ballabgarh%20-%20HSPCB,"Nathu Colony, Ballabgarh - HSPCB",India,"Ballabgarh,",126.56,7/11/2019,13:00
Indonesia,https://openaq.org/#/location/SPARTAN%20-%20ITB%20Bandung,SPARTAN - ITB Bandung,Indonesia,"Bandung,",8.8,9/13/2015,3:00
Indonesia,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Jakarta%20Central,US Diplomatic Post: Jakarta Central,Indonesia,"Jakarta,",89,4/26/2020,2:00
Indonesia,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Jakarta%20South,US Diplomatic Post: Jakarta South,Indonesia,"Jakarta,",98,4/26/2020,1:00
Iraq,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Baghdad,US Diplomatic Post: Baghdad,Iraq,"Baghdad,",24,4/25/2020,23:00
Ireland,https://openaq.org/#/location/IE0110A,IE0110A,"City,",Cork,21.0075,4/26/2020,1:00
Ireland,https://openaq.org/#/location/IE0028A,,,,44.678986,4/26/2020,1:00
Ireland,https://openaq.org/#/location/IE003AP,,,,31.0325,4/26/2020,1:00
Ireland,https://openaq.org/#/location/IE0137A,IE0137A,Ireland,"Limerick,",28.1,3/3/2018,1:00
Ireland,https://openaq.org/#/location/IE0142A,IE0142A,Ireland,"Longford,",6.7,6/3/2018,2:00
Israel,https://openaq.org/#/location/SPARTAN%20-%20Weizmann%20Institute,SPARTAN - Weizmann Institute,Israel,"Rehovot,",23.4,10/17/2015,7:00
Italy,https://openaq.org/#/location/BALLIRANA,BALLIRANA,Italy,"ALFONSINE,",19,4/25/2020,1:00
Italy,https://openaq.org/#/location/BESENZONE,BESENZONE,Italy,"BESENZONE,",20,4/25/2020,1:00
Italy,https://openaq.org/#/location/GIARDINI%20MARGHERITA,GIARDINI MARGHERITA,Italy,"BOLOGNA,",13,4/25/2020,1:00
Italy,https://openaq.org/#/location/PORTA%20SAN%20FELICE,PORTA SAN FELICE,Italy,"BOLOGNA,",16,4/25/2020,1:00
Italy,https://openaq.org/#/location/CASTELLARANO,CASTELLARANO,Italy,"CASTELLARANO,",13,4/25/2020,1:00
Italy,https://openaq.org/#/location/Allumiere%20-%20v.Aldo%20Moro,Allumiere - v.Aldo Moro,Italy,"Civitavecchia,",13,3/31/2020,0:00
Italy,https://openaq.org/#/location/Campo%20dell'Oro,Campo dell'Oro,Italy,"Civitavecchia,",9,3/31/2020,0:00
Italy,https://openaq.org/#/location/Faro,ES0126A,Spain,"Madrid,",,,
Italy,https://openaq.org/#/location/Fiumaretta,Fiumaretta,Italy,"Civitavecchia,",9,3/31/2020,0:00
Italy,https://openaq.org/#/location/SARAGAT,SARAGAT,Italy,"COLORNO,",18,4/25/2020,1:00
Italy,https://openaq.org/#/location/PARCO%20BERTOZZI,PARCO BERTOZZI,Italy,"FAENZA,",15,4/25/2020,1:00
Italy,https://openaq.org/#/location/VILLA%20FULVIA,VILLA FULVIA,Italy,"FERRARA,",15,4/25/2020,1:00
Italy,https://openaq.org/#/location/PARCO%20RESISTENZA,PARCO RESISTENZA,Italy,"FORLI',",13,4/25/2020,1:00
Italy,https://openaq.org/#/location/Cassino,Cassino,Italy,"Frosinone,",15,4/4/2020,0:00
Italy,https://openaq.org/#/location/Ferentino,Ferentino,Italy,"Frosinone,",17,4/4/2020,0:00
Jordan,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Amman,US Diplomatic Post: Amman,Jordan,"Amman,",14,4/26/2020,0:00
Jordan,https://openaq.org/#/location/Amman,US Diplomatic Post: Amman,Jordan,"Amman,",14,4/26/2020,0:00
Kazakhstan,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Astana,US Diplomatic Post: Astana,Kazakhstan,"Astana,",6,11/13/2019,15:00
Kazakhstan,https://openaq.org/#/location/Almaty,Almaty,Kazakhstan,"N/A,",8,4/26/2020,1:00
Kenya,https://openaq.org/#/location/Alliance%20Girls%20High,Alliance Girls High,Kenya,"Nairobi,",5.3,11/21/2018,0:00
Kenya,https://openaq.org/#/location/Nairobi%20CBD,Nairobi CBD,Kenya,"Nairobi,",0,9/13/2018,23:00
Kosovo,https://openaq.org/#/location/Drenas,Drenas,Kosovo,"Drenas,",7.559,4/25/2020,22:00
Kosovo,https://openaq.org/#/location/Gjilan,Gjilan,Kosovo,"Gjilan,",16.341,4/25/2020,22:00
Kosovo,https://openaq.org/#/location/Hani%20i%20Elezit,Hani i Elezit,i,Hani,13.372,4/22/2020,19:00
Kosovo,https://openaq.org/#/location/Mitrovice,Mitrovice,Kosovo,"Mitrovice,",17.76,4/25/2020,22:00
Kosovo,https://openaq.org/#/location/Peje,Peje,Kosovo,"Peje,",18.759,4/25/2020,22:00
Kosovo,https://openaq.org/#/location/Prishtine%20-%20IHMK,Prishtine - IHMK,Kosovo,"Prishtine,",11.89,4/25/2020,22:00
Kosovo,https://openaq.org/#/location/Prishtine%2C%20Rilindje,"Prishtine, Rilindje",Kosovo,"Prishtine,",12.677,4/25/2020,22:00
Kosovo,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Pristina,US Diplomatic Post: Pristina,Kosovo,"Pristina,",14,4/25/2020,23:00
Kosovo,https://openaq.org/#/location/Prizren,Prizren,Kosovo,"Prizren,",9.976,4/25/2020,22:00
Kuwait,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Kuwait%20City,US Diplomatic Post: Kuwait City,"City,",Kuwait,45,4/24/2020,11:00
Kyrgyzstan,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Bishkek,US Diplomatic Post: Bishkek,Kyrgyzstan,"Bishkek,",3,4/23/2020,22:00
Kyrgyzstan,https://openaq.org/#/location/Bishkek,US Diplomatic Post: Bishkek,Kyrgyzstan,"Bishkek,",3,4/23/2020,22:00
Lao People's Democratic Republic,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Vientiane,US Diplomatic Post: Vientiane,Lao,"Vientiane,",-999,4/26/2020,0:00
Lithuania,https://openaq.org/#/location/LT00041,LT00041,Lithuania,"Kaunas,",2.13,4/26/2020,1:00
Lithuania,https://openaq.org/#/location/LT00044,LT00044,Lithuania,"Kaunas,",20,4/23/2020,1:00
Lithuania,https://openaq.org/#/location/LT00033,LT00033,Lithuania,"Klaipeda,",6.77,4/24/2020,4:00
Lithuania,https://openaq.org/#/location/LT00021,LT00021,Lithuania,"Šiauliai,",6.83,4/24/2020,2:00
Lithuania,https://openaq.org/#/location/LT00051,LT00051,Lithuania,"Utena,",7.8,4/26/2020,1:00
Lithuania,https://openaq.org/#/location/LT00003,LT00003,Lithuania,"Vilnius,",6.87,4/24/2020,1:00
Luxembourg,https://openaq.org/#/location/LU0105A,LU0105A,Luxembourg,"Grevenmacher,",16,4/26/2020,0:00
Luxembourg,https://openaq.org/#/location/LU0101A,LU0101A,Luxembourg,"Luxemburg,",11,4/26/2020,0:00
Luxembourg,https://openaq.org/#/location/LU0102A,LU0102A,Luxembourg,"Luxemburg,",19,4/26/2020,0:00
Luxembourg,https://openaq.org/#/location/LU0109A,LU0109A,Luxembourg,"Luxemburg,",9,4/26/2020,0:00
"Macedonia, the Former Yugoslav Republic of",https://openaq.org/#/location/MK0038A,MK0038A,"Municipality,",Bitola,11.92,4/26/2020,1:00
"Macedonia, the Former Yugoslav Republic of",https://openaq.org/#/location/MK0047A,MK0047A,"Municipality,",Centar,8.62291,4/26/2020,1:00
"Macedonia, the Former Yugoslav Republic of",https://openaq.org/#/location/MK0048A,MK0048A,"Municipality,",Karpos,11.1662,4/26/2020,1:00
Madagascar,https://openaq.org/#/location/Ulaanbaatar,Ulaanbaatar,Madagascar,"N/A,",21,4/25/2020,23:00
Mali,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Bamako,US Diplomatic Post: Bamako,Mali,"Bamako,",39,4/24/2020,12:00
Malta,https://openaq.org/#/location/MT00008,MT00008,Malta,"Attard,",8.067,4/25/2020,23:00
Malta,https://openaq.org/#/location/MT00007,MT00007,Malta,"Gharb,",24.4,12/12/2019,17:00
Malta,https://openaq.org/#/location/MT00005,MT00005,Malta,"Msida,",5.74,4/25/2020,23:00
Malta,https://openaq.org/#/location/MT00004,MT00004,(Citta',Zejtun,21.9,8/13/2019,23:00
Mexico,https://openaq.org/#/location/SPABC14%20COBACH,SPABC14 COBACH,CALIFORNIA,BAJA,4,4/25/2020,23:00
Mexico,https://openaq.org/#/location/Universidad%20Autonoma,Universidad Autonoma,CALIFORNIA,BAJA,10,4/20/2018,17:00
Mexico,https://openaq.org/#/location/Camarones,Camarones,"FEDERAL,",DISTRITO,19,4/26/2020,1:00
Mexico,https://openaq.org/#/location/Hospital%20General%20de,Hospital General de,"FEDERAL,",DISTRITO,14,10/17/2019,22:00
Mexico,https://openaq.org/#/location/Merced,Merced,"FEDERAL,",DISTRITO,23,4/26/2020,1:00
Mexico,https://openaq.org/#/location/Pedregal,Pedregal,"FEDERAL,",DISTRITO,15,4/26/2020,1:00
Mexico,https://openaq.org/#/location/Santa%20Fe,Santa Fe,"FEDERAL,",DISTRITO,22,4/26/2020,1:00
Mexico,https://openaq.org/#/location/Santiago%20Acahualtepe,Santiago Acahualtepe,"FEDERAL,",DISTRITO,,,
Mexico,https://openaq.org/#/location/UAM%20Iztapalapa,UAM Iztapalapa,"FEDERAL,",DISTRITO,14,4/26/2020,1:00
Mexico,https://openaq.org/#/location/UAM%20Xochimilco,UAM Xochimilco,"FEDERAL,",DISTRITO,15,4/26/2020,1:00
Mexico,https://openaq.org/#/location/Estaci%C3%B3n%20Abasolo,Estación Abasolo,Mexico,"GUANAJUATO,",11.9,4/25/2020,23:00
Mexico,https://openaq.org/#/location/Estaci%C3%B3n%20Bomberos,Estación Bomberos,Mexico,"GUANAJUATO,",28.2,4/25/2020,23:00
Mexico,https://openaq.org/#/location/Estaci%C3%B3n%20DIF,Estación DIF,Mexico,"GUANAJUATO,",20.5,4/26/2020,1:00
Mexico,https://openaq.org/#/location/Estaci%C3%B3n%20Facultad%20de,Estación Facultad de,Mexico,"GUANAJUATO,",100.6,3/21/2020,18:00
Mexico,https://openaq.org/#/location/Estaci%C3%B3n%20Guanajuato,Estación Guanajuato,Mexico,"GUANAJUATO,",32.5,4/25/2020,23:00
Mongolia,https://openaq.org/#/location/1-r%20khoroolol,1-r khoroolol,Mongolia,"Ulaanbaatar,",217,3/13/2019,22:45
Mongolia,https://openaq.org/#/location/Amgalan,Amgalan,Mongolia,"Ulaanbaatar,",181,3/13/2019,23:30
Mongolia,https://openaq.org/#/location/Baruun%204%20zam,Baruun 4 zam,Mongolia,"Ulaanbaatar,",162,3/13/2019,23:00
Mongolia,https://openaq.org/#/location/Bayankhoshuu,Bayankhoshuu,Mongolia,"Ulaanbaatar,",137,3/13/2019,19:00
Mongolia,https://openaq.org/#/location/Bukhiin%20urguu,Bukhiin urguu,Mongolia,"Ulaanbaatar,",48,3/13/2019,23:00
Mongolia,https://openaq.org/#/location/MNB,MNB,Mongolia,"Ulaanbaatar,",167,3/13/2019,23:30
Mongolia,https://openaq.org/#/location/Nisekh,Nisekh,Mongolia,"Ulaanbaatar,",81,3/13/2019,23:30
Mongolia,https://openaq.org/#/location/Tolgoit,Tolgoit,Mongolia,"Ulaanbaatar,",121,3/13/2019,23:30
